2019-01-02,2050.55,2053.45,2004.27,2010,326368000
2019-01-03,2011.81,2014.72,1991.65,1993.7,427976000
2019-01-04,1992.4,2011.56,1984.53,2010.25,408991000
2019-01-07,2034.24,2048.06,2030.9,2037.1,440191000
2019-01-08,2038.68,2042.7,2023.59,2025.27,397831000
2019-01-09,2034.19,2068.23,2034.19,2064.71,386248000
2019-01-10,2065.73,2072.81,2057.16,2063.28,382877000
2019-01-11,2070.36,2076.99,2063.99,2075.57,380061000
2019-01-14,2070.49,2073.94,2059.46,2064.52,432891000
2019-01-15,2069.14,2098.01,2067.58,2097.18,439489000
2019-01-16,2098.65,2106.35,2091.92,2106.1,500078000
2019-01-17,2110.14,2117.43,2101.7,2107.06,475885000
2019-01-18,2116.43,2124.5,2113.44,2124.28,456738000
2019-01-21,2133.87,2134.17,2114.45,2124.61,398035000
2019-01-22,2126.03,2129.37,2108.91,2117.77,419441000
2019-01-23,2108.72,2131.05,2106.74,2127.78,408600000
2019-01-24,2127.88,2145.08,2125.48,2145.03,413652000
2019-01-25,2147.92,2178.01,2146.64,2177.73,410002000
2019-01-28,2184.41,2188.15,2169.17,2177.3,371619000
2019-01-29,2172.83,2183.36,2162.53,2183.36,552587000
2019-01-30,2183.49,2206.2,2177.88,2206.2,480390000
2019-01-31,2222.88,2222.88,2201.22,2204.85,545248000
2019-02-01,2211.93,2218.78,2201.41,2203.46,479379000
2019-02-07,2215.77,2215.79,2196.77,2203.42,427843000
2019-02-08,2192.01,2192.48,2171.96,2177.05,391029000
2019-02-11,2180.54,2181.58,2167.36,2180.73,406060000
2019-02-12,2182.71,2195.05,2178.59,2190.47,429940000
2019-02-13,2200,2203.71,2194.75,2201.48,421990000
2019-02-14,2195.92,2225.85,2186.09,2225.85,573362000
2019-02-15,2210.94,2210.94,2187.71,2196.09,400592000
2019-02-18,2207.36,2217.32,2203,2210.89,314371000
2019-02-19,2208.96,2213.87,2193.34,2205.63,389094000
2019-02-20,2216.74,2234.68,2213.83,2229.76,374342000
2019-02-21,2224.26,2234.31,2213.19,2228.66,382511000
2019-02-22,2222.32,2230.5,2217.08,2230.5,409311000
2019-02-25,2241.13,2241.76,2224.64,2232.56,339234000
2019-02-26,2230.37,2235.7,2221.76,2226.6,331962000
2019-02-27,2234.46,2237.77,2228.16,2234.79,301513000
2019-02-28,2231.58,2233.93,2195.44,2195.44,510022000
2019-03-04,2210.97,2216.02,2188.56,2190.66,373166000
2019-03-05,2183.35,2185.74,2171.33,2179.23,313146000
2019-03-06,2177.11,2179.01,2168.46,2175.6,328943000
2019-03-07,2173.19,2181.19,2155.19,2165.79,292578000
2019-03-08,2152.8,2159.67,2137.44,2137.44,313315000
